Devices,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Imported Analog EMG - Voltage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Frame,Sub Frame,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939,6,0.00343323,-0.00362396,0.0674438,0.0446701,-0.0139618,-0.00747681,0.00347137,0.00923157,-0.00152588,0.00667572,-0.00606537,-0.0151443,-0.0118256,-0.0062561,-0.0221252,-0.0149155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939,7,0.00740051,-0.00465393,0.0705719,0.0549698,-0.0110626,-0.00644684,0.00556946,0.0107574,-0.0018692,0.00640869,-0.00774384,-0.0146103,-0.0100327,-0.00637054,-0.019989,-0.0153351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939,8,0.00648499,-0.0101471,0.0717926,0.0583649,-0.0145721,-0.00801086,0.00347137,0.00995636,-0.00225067,0.0062561,-0.00659943,-0.0160599,-0.0106812,-0.00572205,-0.0209427,-0.0115967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939,9,0.00717163,-0.0144958,0.0715256,0.0574875,-0.0114059,-0.00762939,0.00335693,0.0114822,-0.00183105,0.00732422,-0.00614166,-0.0151825,-0.0105667,-0.00602722,-0.0217056,-0.018158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1940,0,0.00576019,-0.0249863,0.0722504,0.0497055,-0.0154877,-0.00816345,0.00232697,0.00873566,-0.00228882,0.00450134,-0.00865936,-0.015564,-0.0122452,-0.00614166,-0.0238419,-0.0164032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1940,1,0.00553131,-0.0238037,0.0743484,0.0553513,-0.0202942,-0.00724792,0.00358582,0.0104904,-0.00202179,0.00617981,-0.0105286,-0.0152969,-0.0111771,-0.00614166,-0.0164795,-0.0156021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1940,2,0.00133514,-0.0204468,0.076561,0.0497055,-0.0131989,-0.00598907,0.00293732,0.00938416,-0.00320435,0.00530243,-0.00762939,-0.0148773,-0.0126266,-0.00537872,-0.0231552,-0.0164032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1940,3,0.00228882,-0.0192261,0.0764847,0.0246429,-0.0112534,-0.0069809,0.00198364,0.00980377,-0.00190735,0.00457764,-0.00957489,-0.0152206,-0.0113678,-0.00576019,-0.0198364,-0.0153351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1940,4,0.00198364,-0.0195694,0.0753403,-0.0244522,-0.00843048,-0.00797272,0.00358582,0.00846863,-0.00141144,0.00495911,-0.00827789,-0.0151825,-0.011673,-0.00637054,-0.0204849,-0.0126266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1940,5,-0.000190735,-0.0163651,0.0699997,-0.0827789,-0.0124359,-0.00736237,0.00370026,0.00984192,0.000343323,0.00751495,-0.00915527,-0.0150681,-0.0106049,-0.00507355,-0.0225449,-0.0143433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1940,6,0.00110626,-0.0131989,0.0634003,-0.140114,-0.00564575,-0.00717163,0.00347137,0.0113678,-0.000839233,0.00953674,-0.00892639,-0.0154877,-0.010376,-0.00629425,-0.0210571,-0.0162888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1940,7,-0.000190735,-0.012207,0.0588226,-0.186539,-0.0115204,-0.00720978,0.00335693,0.0110245,-0.000457764,0.00694275,-0.00831604,-0.0151062,-0.0107193,-0.00595093,-0.0216293,-0.0166702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1940,8,0.000915527,-0.0136566,0.0569534,-0.200996,-0.0121307,-0.00640869,0.00354767,0.0111771,-0.00167847,0.00774384,-0.00904083,-0.0147629,-0.011673,-0.00598907,-0.0203705,-0.0149536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1940,9,0.00495911,-0.0124741,0.0514221,-0.177803,-0.0119019,-0.0069809,0.00255585,0.00934601,-0.00259399,0.00656128,-0.00991821,-0.0154495,-0.0094986,-0.00579834,-0.0200272,-0.0157928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1941,0,0.00511169,-0.0117874,0.0472641,-0.146484,-0.00823975,-0.0062561,0.00167847,0.00907898,-0.00236511,0.00740051,-0.00850677,-0.0152206,-0.0124359,-0.00640869,-0.0230789,-0.0157547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1941,1,0.00598907,-0.00743866,0.0470352,-0.109215,-0.0119019,-0.00545502,0.00240326,0.00991821,-0.00263214,0.00480652,-0.00999451,-0.0161743,-0.0112534,-0.00576019,-0.0219727,-0.0202179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1941,2,0.00709534,-0.00511169,0.032692,-0.0818253,-0.0137329,-0.00644684,0.00362396,0.0119781,-0.00213623,0.00576019,-0.0115204,-0.0156403,-0.0119019,-0.00679016,-0.0205994,-0.00774384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1941,3,0.00423431,-0.00301361,0.0267029,-0.0571823,-0.00858307,-0.00648499,0.00286102,0.0094986,-0.00328064,0.00499725,-0.00984192,-0.0159454,-0.0112152,-0.0069046,-0.0211334,-0.0144958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1941,4,0.00720978,-0.0170135,0.0170135,-0.0245285,-0.012207,-0.00797272,0.00270844,0.0105286,-0.00152588,0.00572205,-0.00911713,-0.014801,-0.0112152,-0.00549316,-0.0205994,-0.0153732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1941,5,0.0124359,-0.0225067,0.00549316,0.00656128,-0.0112152,-0.0069046,0.00141144,0.0107956,-0.0019455,0.00576019,-0.00762939,-0.0152588,-0.0106049,-0.00591278,-0.0202179,-0.0156403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1941,6,0.00827789,-0.0173187,0.00183105,0.022316,-0.0130081,-0.00679016,0.00270844,0.0110245,-0.00293732,0.00675201,-0.00785828,-0.0149918,-0.0111389,-0.00545502,-0.0201797,-0.0163269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1941,7,0.00705719,-0.0148773,0.00495911,0.0395203,-0.0126648,-0.00789642,0.00415802,0.00988007,-0.00190735,0.00679016,-0.0113678,-0.0163269,-0.0110245,-0.00617981,-0.0205994,-0.0158691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1941,8,0.00904083,-0.00881195,0.0044632,0.0524902,-0.01194,-0.00667572,0.00324249,0.0101852,-0.00202179,0.00709534,-0.0102234,-0.0149155,-0.0110626,-0.00537872,-0.0204849,-0.0151825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1941,9,0.00545502,-0.0087738,0.00305176,0.0675964,-0.01194,-0.00705719,0.00362396,0.00968933,-0.00232697,0.00175476,-0.00774384,-0.0151443,-0.0107574,-0.00526428,-0.0189972,-0.0153732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1942,0,0.00152588,-0.0105667,0.00396729,0.0724411,-0.0133133,-0.00732422,0.00362396,0.010376,-0.000686646,0.00694275,-0.0111771,-0.0154114,-0.0114822,-0.00705719,-0.0206757,-0.015831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1942,1,0.00167847,-0.0166321,0.00534058,0.0731659,-0.0119781,-0.00705719,0.00225067,0.0107193,-0.00164032,0.0094986,-0.00919342,-0.0157166,-0.0126266,-0.0063324,-0.024147,-0.0148773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1942,2,0.00408173,-0.0102234,0.00831604,0.0841141,-0.0124359,-0.00656128,0.00160217,0.0104141,-0.00198364,0.00675201,-0.0143433,-0.0154114,-0.0111771,-0.00629425,-0.0224686,-0.0136948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1942,3,0.00595093,-0.00457764,0.00827789,0.092926,-0.0133133,-0.00713348,0.00278473,0.0131607,-0.00179291,0.0069046,-0.00957489,-0.0150681,-0.0134659,-0.00766754,-0.022049,-0.0118637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1942,4,0.0063324,-0.00724792,0.0137711,0.096817,-0.0113678,-0.00740051,0.0043869,0.0103378,-0.00205994,0.00675201,-0.00904083,-0.0159836,-0.0108719,-0.00640869,-0.0225449,-0.0163269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1942,5,0.00576019,-0.0152206,0.0163651,0.10025,-0.00988007,-0.00762939,0.00148773,0.0104141,-0.00152588,0.00816345,-0.00759125,-0.0149536,-0.0109482,-0.00694275,-0.0179291,-0.0145721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1942,6,0.00488281,-0.0163651,0.0115204,0.10582,-0.01091,-0.00602722,0.00205994,0.0101089,-0.00125885,0.0063324,-0.00743866,-0.0157928,-0.0105667,-0.00640869,-0.0203323,-0.0135803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1942,7,0.00350952,-0.00598907,0.0165176,0.110931,-0.0107574,-0.00740051,0.00289917,0.0104904,-0.00190735,0.00740051,-0.00850677,-0.0148773,-0.01091,-0.00587463,-0.0204849,-0.0159836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1942,8,0.0056076,-0.00911713,0.0196838,0.112305,-0.0127029,-0.00713348,0.000534058,0.0105286,-0.00225067,0.00823975,-0.00831604,-0.0156403,-0.0115204,-0.00564575,-0.018158,-0.0156403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1942,9,0.00793457,-0.0139618,0.0199127,0.119286,-0.0138474,-0.00743866,0.00228882,0.00984192,-0.0025177,0.00606537,-0.00900269,-0.0151825,-0.0107956,-0.0063324,-0.0215149,-0.0169754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1943,0,0.0056076,-0.0143051,0.0227356,0.122375,-0.013237,-0.00717163,0.00339508,0.0101471,-0.00114441,0.00732422,-0.0094986,-0.0138092,-0.0107193,-0.00637054,-0.0207138,-0.0144958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1943,1,0.00362396,-0.0128937,0.0263214,0.121307,-0.013237,-0.00720978,0.00240326,0.00907898,-0.00274658,0.00675201,-0.00968933,-0.0157547,-0.0117874,-0.00640869,-0.0217438,-0.0147247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1943,2,0.00656128,-0.00953674,0.0265121,0.11837,-0.0120926,-0.00762939,0.00232697,0.00923157,-0.00209808,0.0117874,-0.0094986,-0.0158691,-0.0116348,-0.00652313,-0.020752,-0.0154114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1943,3,0.00762939,-0.0154495,0.0256348,0.115509,-0.0105286,-0.00701904,0.00247955,0.00873566,-0.00270844,0.00797272,-0.00934601,-0.0155258,-0.0122452,-0.00644684,-0.0208664,-0.0167847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1943,4,0.00991821,-0.0132751,0.028801,0.118446,-0.0126266,-0.00717163,0.0018692,0.0105667,-0.00110626,0.0069809,-0.0133133,-0.0154495,-0.0111008,-0.00564575,-0.0211334,-0.019455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1943,5,0.0126266,-0.00946045,0.0289917,0.104561,-0.0127411,-0.00720978,0.00389099,0.01091,-0.00286102,0.00709534,-0.00919342,-0.0148392,-0.00988007,-0.00564575,-0.021019,-0.0165939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1943,6,0.00946045,-0.0127792,0.0291443,0.0771332,-0.011673,-0.00728607,0.00522614,0.0101471,-0.000915527,0.00595093,-0.00991821,-0.0153732,-0.0119019,-0.00602722,-0.020256,-0.0153351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1943,7,0.0115204,-0.0128174,0.0198364,0.0632858,-0.0138855,-0.00724792,0.00335693,0.0102615,-0.00213623,0.00423431,-0.0102997,-0.0153732,-0.0117111,-0.00610352,-0.0206757,-0.0159073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1943,8,0.0131226,-0.0141907,0.0179672,0.0513458,-0.0127411,-0.0075531,0.0019455,0.0106049,-0.001297,0.00782013,-0.00846863,-0.0154877,-0.0111008,-0.00541687,-0.0202942,-0.0170517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1943,9,0.00736237,-0.0174713,0.00740051,0.0339127,-0.0128555,-0.00766754,0.0038147,0.0108719,-0.00171661,0.00549316,-0.00984192,-0.0158691,-0.0109482,-0.00595093,-0.019989,-0.0161743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1944,0,0.00652313,-0.0164795,0.00289917,0.0232697,-0.0137329,-0.00846863,0.00289917,0.00934601,-0.00148773,0.00801086,-0.00556946,-0.0154877,-0.01091,-0.0062561,-0.0213623,-0.0186539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1944,1,0.00457764,-0.00492096,0.00717163,0.0234604,-0.012207,-0.00827789,0.00339508,0.0104523,-0.00167847,0.0069046,-0.012207,-0.0152969,-0.0113297,-0.00598907,-0.020256,-0.019722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1944,2,0.00656128,-0.00339508,0.00328064,0.0286865,-0.0136185,-0.00747681,0.00247955,0.00984192,-0.00236511,0.00606537,-0.00598907,-0.0157928,-0.0109863,-0.00675201,-0.0214386,-0.0100708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1944,3,0.00766754,-0.0141907,0.00656128,0.030098,-0.0125122,-0.00736237,0.00312805,0.00617981,-0.00141144,0.00606537,-0.00713348,-0.0151443,-0.0125122,-0.00576019,-0.0217056,-0.0146103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1944,4,0.00564575,-0.0274658,0.0144196,0.0388336,-0.0107193,-0.00663757,0.00297546,0.0101089,-0.00175476,0.0062561,-0.00797272,-0.014534,-0.0107956,-0.00671387,-0.0225067,-0.0190735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1944,5,0.00278473,-0.0204086,0.0223923,0.0495148,-0.0106049,-0.00701904,0.00102997,0.0102615,-0.00225067,0.0117111,-0.00850677,-0.0151062,-0.0107956,-0.00606537,-0.0166321,-0.0156784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1944,6,0.00293732,-0.0119019,0.0275421,0.0599289,-0.0114441,-0.00564575,0.0030899,0.0101471,-0.000762939,0.00701904,-0.00926971,-0.0164032,-0.01091,-0.00724792,-0.0231934,-0.0179291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1944,7,0.00511169,-0.0154877,0.034256,0.0699234,-0.010376,-0.00713348,0.00396729,0.0109482,-0.00156403,0.00743866,-0.0118637,-0.0151443,-0.00999451,-0.00549316,-0.021553,-0.0178146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1944,8,0.0094223,-0.0123215,0.039711,0.0788498,-0.0111771,-0.00675201,0.00205994,0.00988007,-0.00301361,0.00740051,-0.0088501,-0.0154877,-0.010643,-0.00564575,-0.0201416,-0.0154114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1944,9,0.00415802,-0.0125885,0.0490189,0.0868225,-0.0115585,-0.0069809,0.00179291,0.0102615,-0.0018692,0.00839233,-0.00915527,-0.0151443,-0.0118637,-0.00598907,-0.0199509,-0.0146103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1945,0,0.00259399,-0.0139618,0.057869,0.0899887,-0.0124359,-0.00694275,0.00190735,0.0108337,-0.000572205,0.00652313,-0.00835419,-0.0157547,-0.0111008,-0.00728607,-0.0214005,-0.0165939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1945,1,0.00358582,-0.00705719,0.0629044,0.0946808,-0.0121689,-0.00778198,0.00244141,0.0112534,-0.00213623,0.00598907,-0.00968933,-0.0156784,-0.0111389,-0.00743866,-0.0222015,-0.0151825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1945,2,0.00217438,-0.00991821,0.0680923,0.0937271,-0.013504,-0.00740051,0.00213623,0.00923157,-0.0025177,0.0062561,-0.00896454,-0.0167847,-0.0113678,-0.00846863,-0.0215912,-0.0157547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1945,3,0.00377655,-0.0151062,0.0771332,0.0966644,-0.0130844,-0.00709534,0.0025177,0.0101471,-0.00247955,0.00614166,-0.0150299,-0.0157166,-0.0109482,-0.0063324,-0.0209427,-0.0102615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1945,4,0.00400543,-0.0116348,0.0863266,0.09655,-0.0127411,-0.00671387,0.00267029,0.00984192,-0.00255585,0.00541687,-0.00999451,-0.0155258,-0.0104904,-0.0063324,-0.019989,-0.0138855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1945,5,0.000724792,-0.00938416,0.0938416,0.0988007,-0.0165939,-0.00743866,0.00408173,0.0101852,-0.0019455,0.00267029,-0.00930786,-0.0150681,-0.0114822,-0.00541687,-0.0214386,-0.0144196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1945,6,0.00167847,-0.0130081,0.103722,0.092659,-0.0115204,-0.00556946,0.00415802,0.00980377,-0.00114441,0.00740051,-0.00934601,-0.0146484,-0.0102234,-0.00526428,-0.0206757,-0.0150299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1945,7,0.000762939,-0.00717163,0.104866,0.0867844,-0.0177002,-0.00701904,0.00385284,0.0102234,-0.000953674,0.00823975,-0.00934601,-0.0155258,-0.0094986,-0.00534058,-0.0205231,-0.0149536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
