Devices,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Imported Analog EMG - Voltage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Frame,Sub Frame,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1945,8,0.00209808,-0.00347137,0.101204,0.0790787,-0.0151443,-0.00724792,0.00297546,0.0113678,-0.00167847,0.00774384,-0.00816345,-0.0159836,-0.0117874,-0.00648499,-0.0209427,-0.0199509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1945,9,0.00102997,0.000190735,0.103645,0.0730133,-0.0136566,-0.00682831,0.00400543,0.01091,-0.000419617,0.00671387,-0.00968933,-0.0164413,-0.0112534,-0.00675201,-0.020256,-0.0157928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1946,0,0.00400543,0.00736237,0.102005,0.0733948,-0.0120544,-0.00682831,0.00164032,0.0110245,-0.00270844,0.0069046,-0.00896454,-0.0157928,-0.01091,-0.00606537,-0.0210953,-0.0157166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1946,1,0.00812531,0.00480652,0.100136,0.0672913,-0.0114059,-0.00717163,0.000610352,0.00988007,-0.00305176,0.0094223,-0.00743866,-0.0149155,-0.0114822,-0.00675201,-0.0230026,-0.0167465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1946,2,0.0118637,0.0154114,0.0936508,0.0572205,-0.0127411,-0.00751495,0.0037384,0.0101089,-0.00255585,0.00576019,-0.00797272,-0.0146484,-0.0115204,-0.00728607,-0.0218201,-0.0162125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1946,3,0.0133133,0.00862122,0.0907516,0.0393677,-0.0134659,-0.00652313,0.00339508,0.00976563,-0.00167847,0.00328064,-0.00961304,-0.0155258,-0.0119019,-0.00602722,-0.0226212,-0.0143051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1946,4,0.0146484,-0.0280762,0.0894928,0.0224686,-0.0122452,-0.00743866,0.0018692,0.00926971,-0.00289917,0.00717163,-0.00961304,-0.0152588,-0.0112152,-0.00579834,-0.0166702,-0.0149155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1946,5,0.0159073,-0.0320053,0.0833511,0.0227737,-0.0125122,-0.00644684,0.00209808,0.0111771,-0.00144958,0.00724792,-0.00896454,-0.0152969,-0.0111008,-0.00694275,-0.0211334,-0.0154114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1946,6,0.015831,-0.045929,0.0783539,0.0296783,-0.0133133,-0.00682831,0.00331879,0.00968933,-0.00225067,0.0056839,-0.0102997,-0.0149155,-0.0109482,-0.00564575,-0.0213623,-0.0149918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1946,7,0.018959,-0.0415802,0.0756836,0.0447083,-0.0112534,-0.00701904,0.00198364,0.0139618,-0.0019455,0.00854492,-0.0100327,-0.0151443,-0.010643,-0.00583649,-0.0204086,-0.0149918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1946,8,0.0208664,-0.0227356,0.0701904,0.0315475,-0.0162506,-0.00659943,0.00232697,0.0115967,-0.000762939,0.0103378,-0.00968933,-0.0149918,-0.0115967,-0.00549316,-0.0207901,-0.0154114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1946,9,0.0178146,-0.0227356,0.0568771,0.0137329,-0.0131989,-0.00629425,0.00328064,0.0125504,-0.00225067,0.00732422,-0.01194,-0.0143433,-0.00988007,-0.00572205,-0.0216293,-0.0203705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1947,0,0.0149918,-0.0226212,0.0478745,0.014267,-0.0115967,-0.00759125,0.00400543,0.0107956,-0.00148773,0.0037384,-0.00953674,-0.0156403,-0.0111008,-0.00606537,-0.0196075,-0.0152588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1947,1,0.018158,-0.0116348,0.0391006,3.81E-05,-0.0139999,-0.0075531,0.00171661,0.0107574,-0.00167847,0.00736237,-0.0125504,-0.016098,-0.0130844,-0.0063324,-0.0212479,-0.0102615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1947,2,0.0178909,-0.00953674,0.0338745,-0.0115585,-0.0138855,-0.00610352,0.00282288,0.0101089,-0.00305176,0.00663757,-0.0104523,-0.0152588,-0.0118637,-0.00717163,-0.0222778,-0.0164032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1947,3,0.0177383,-0.010643,0.0230789,-0.0219345,-0.0123978,-0.0063324,0.00312805,0.0114441,-0.00225067,0.00675201,-0.0114441,-0.0156403,-0.0111008,-0.00556946,-0.0213242,-0.0136185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1947,4,0.0160217,-0.0150681,0.0211334,-0.0525665,-0.010643,-0.00782013,0.000839233,0.00980377,-0.00152588,0.00862122,-0.00732422,-0.0142288,-0.0102615,-0.00576019,-0.0219727,-0.0141144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1947,5,0.0149536,-0.0143814,0.0144958,-0.0871658,-0.0152206,-0.00671387,0.00286102,0.00995636,-0.0019455,0.00534058,-0.00804901,-0.0152206,-0.0115967,-0.00598907,-0.0222015,-0.0162125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1947,6,0.0149536,-0.0117493,0.00514984,-0.0888443,-0.0152588,-0.00709534,0.00263214,0.00915527,-0.00171661,0.00968933,-0.00762939,-0.0153351,-0.0101089,-0.00610352,-0.0169373,-0.0154495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1947,7,0.0115585,-0.0148392,0.00167847,-0.0384521,-0.0106812,-0.00797272,0.00507355,0.0104904,-0.00152588,0.00606537,-0.00865936,-0.0148773,-0.0106049,-0.00553131,-0.0189972,-0.0131989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1947,8,0.0105286,-0.0107574,-0.00221252,0.0161743,-0.0136948,-0.00659943,0.00301361,0.0113297,-0.00110626,0.00766754,-0.00946045,-0.0158691,-0.010376,-0.00564575,-0.0193787,-0.0154495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1947,9,0.00991821,-0.00656128,-0.00240326,0.00907898,-0.0122833,-0.00652313,0.00267029,0.0100327,-0.00144958,0.0062561,-0.0103378,-0.0149536,-0.01091,-0.00644684,-0.019722,-0.0158691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1948,0,0.0118256,-0.00205994,0.00400543,-0.0237274,-0.0133896,-0.00679016,0.00492096,0.00896454,-0.00213623,0.00816345,-0.00728607,-0.0141907,-0.0106812,-0.00514984,-0.0175858,-0.0125122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1948,1,0.0141144,-0.00400543,0.0110245,-0.0440979,-0.0128937,-0.00831604,0.00232697,0.0100708,-0.00282288,0.00671387,-0.00862122,-0.0149155,-0.0102997,-0.00507355,-0.0203323,-0.0139618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1948,2,0.0088501,-0.00778198,0.00225067,-0.045929,-0.0122452,-0.00747681,0.00282288,0.00919342,-0.00213623,0.00743866,-0.0124359,-0.0156403,-0.0116348,-0.00629425,-0.0208282,-0.00991821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1948,3,0.0115585,-0.00278473,0.00263214,-0.0478745,-0.0121689,-0.00576019,0.00366211,0.00991821,-0.00255585,0.0063324,-0.00488281,-0.0162506,-0.0111008,-0.0069046,-0.0214005,-0.00988007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1948,4,0.0104523,-0.0122833,0.00541687,-0.0421524,-0.0133133,-0.00793457,0.00106812,0.0102997,-0.00278473,0.00709534,-0.0062561,-0.0158691,-0.0108337,-0.00644684,-0.0212097,-0.0127792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1948,5,0.0130844,-0.0222015,0.0139236,-0.0395203,-0.0115204,-0.00751495,0.00328064,0.00938416,-0.000915527,0.00556946,-0.00823975,-0.0157928,-0.0108337,-0.00652313,-0.0211716,-0.0162125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1948,6,0.0156021,-0.0172043,0.0165939,-0.0461197,-0.0154495,-0.0069809,0.00240326,0.0114441,-0.00156403,0.00720978,-0.00995636,-0.0154114,-0.0117493,-0.00637054,-0.0213623,-0.0125885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1948,7,0.0137711,-0.0178909,0.0193787,-0.0611877,-0.0118256,-0.00759125,0.00167847,0.00862122,-0.00228882,0.00686646,-0.0129318,-0.0157547,-0.0115585,-0.00591278,-0.0206757,-0.0188828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1948,8,0.013504,-0.00896454,0.0286484,-0.0679779,-0.0138474,-0.0069809,0.00331879,0.00988007,-0.00305176,0.00770569,-0.0102997,-0.0150681,-0.0112534,-0.00576019,-0.0218964,-0.0180817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1948,9,0.0107956,-0.0114441,0.0361633,-0.0452423,-0.0135803,-0.0069046,0.00434875,0.010643,-0.00179291,0.00312805,-0.0075531,-0.0148773,-0.0117874,-0.00591278,-0.0168228,-0.0171661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1949,0,0.0104523,-0.0147629,0.0432205,0.00923157,-0.0130463,-0.00713348,0.00209808,0.0094986,-0.00198364,0.00957489,-0.00865936,-0.014801,-0.00991821,-0.00598907,-0.0247955,-0.015564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1949,1,0.00869751,-0.013237,0.0442886,0.0614166,-0.0117493,-0.00778198,0.0019455,0.00972748,-0.0018692,0.00709534,-0.00736237,-0.0155258,-0.0113297,-0.00621796,-0.0205994,-0.0146484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1949,2,0.00816345,-0.018158,0.0492477,0.0825119,-0.0156784,-0.00743866,0.00232697,0.00907898,-0.00171661,0.00598907,-0.00961304,-0.0153351,-0.0107574,-0.0069809,-0.0202179,-0.0160217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1949,3,0.00904083,-0.0120926,0.0616837,0.0457764,-0.0120544,-0.00686646,0.00396729,0.0101089,-0.00175476,0.00461578,-0.0088501,-0.0148392,-0.0112534,-0.00595093,-0.0227737,-0.0156403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1949,4,0.00694275,-0.0117111,0.0654221,0.0783539,-0.0130844,-0.00656128,0.00110626,0.00980377,-0.00244141,0.00602722,-0.00785828,-0.0147629,-0.0117111,-0.00564575,-0.020752,-0.013237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1949,5,0.00812531,-0.0139618,0.0424194,0.0659561,-0.0088501,-0.00701904,0.00225067,0.0113297,-0.00202179,0.00717163,-0.00968933,-0.0146103,-0.0117111,-0.0063324,-0.0212479,-0.00701904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1949,6,0.0127411,-0.016098,0.0436783,0.0519562,-0.0113678,-0.00713348,0.00461578,0.0105667,-0.00171661,0.00728607,-0.00831604,-0.0143433,-0.0105667,-0.00537872,-0.0229263,-0.0164795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1949,7,0.0140762,-0.0144958,0.0610733,0.0328445,-0.0126266,-0.00747681,0.00331879,0.0111389,-0.00156403,0.00728607,-0.0122833,-0.0147247,-0.0112915,-0.00759125,-0.0222015,-0.017662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1949,8,0.0107574,-0.0133896,0.0648117,0.0558853,-0.0119781,-0.00782013,0.00366211,0.0110626,-0.000686646,0.00675201,-0.00793457,-0.0151443,-0.0113297,-0.00602722,-0.0235748,-0.0156784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1949,9,0.00919342,-0.028038,0.0614929,0.0823975,-0.0107574,-0.00709534,0.00389099,0.0106049,-0.00106812,0.00400543,-0.0094223,-0.0150299,-0.0110626,-0.00705719,-0.02285,-0.0156784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1950,0,0.00717163,-0.0230789,0.0639343,0.0922775,-0.0126266,-0.00774384,0.00411987,0.0111008,-0.00225067,0.0063324,-0.00919342,-0.0153351,-0.0112152,-0.00545502,-0.0222015,-0.0160217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1950,1,0.00259399,-0.0141144,0.0217819,0.0709915,-0.0130463,-0.00717163,0.00282288,0.0102615,-0.00102997,0.00701904,-0.0110245,-0.015831,-0.0110626,-0.00610352,-0.0215912,-0.018158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1950,2,0.00389099,-0.0204849,-0.00957489,0.0921249,-0.0115204,-0.00705719,0.00263214,0.0110626,-0.00102997,0.00667572,-0.00793457,-0.0156403,-0.0113297,-0.0050354,-0.020256,-0.0143433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1950,3,0.0075531,-0.0169754,-0.0082016,0.0547028,-0.0129318,-0.00762939,0.00240326,0.0088501,-0.00221252,0.00720978,-0.00980377,-0.0154114,-0.0107956,-0.00667572,-0.021286,-0.00946045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1950,4,0.00598907,-0.0138474,0.100441,0.0498962,-0.0125504,-0.00835419,0.00232697,0.00907898,-0.00106812,0.00511169,-0.00911713,-0.0146484,-0.0110245,-0.00587463,-0.0217056,-0.0149918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1950,5,0.00564575,-0.0127792,0.154381,0.039711,-0.0120926,-0.00709534,0.00106812,0.00995636,-0.00179291,0.00782013,-0.00865936,-0.0154495,-0.0110245,-0.00682831,-0.0137711,-0.0157547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1950,6,0.0025177,-0.00881195,0.0885391,-0.0019455,-0.0119019,-0.00801086,0.00289917,0.0094986,-0.00190735,0.00640869,-0.00793457,-0.0160599,-0.0107956,-0.00644684,-0.0204849,-0.0126648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1950,7,0.000534058,-0.00667572,0.0530243,-0.0579453,-0.0127411,-0.00778198,0.00198364,0.0105667,-0.00152588,0.0111771,-0.00671387,-0.0148773,-0.0111008,-0.00553131,-0.0266647,-0.0151443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1950,8,0.00457764,-0.00572205,0.0292587,-0.0160217,-0.0200272,-0.00679016,0.00267029,0.0117874,-0.00205994,0.00926971,-0.00862122,-0.0148392,-0.011673,-0.00541687,-0.021019,-0.0143433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1950,9,0.00328064,-0.00801086,0.0470734,0.0548935,-0.0128174,-0.00778198,0.00244141,0.0105286,-0.00247955,0.00740051,-0.00835419,-0.0156021,-0.0111389,-0.00648499,-0.020256,-0.0154114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1951,0,0.00106812,-0.0117493,0.0283813,0.117378,-0.0106812,-0.00644684,0.00301361,0.0106049,-0.00240326,0.00579834,-0.00553131,-0.0154877,-0.0114822,-0.00663757,-0.0217819,-0.0151062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1951,1,-0.000801086,-0.0143814,0.0224304,0.172806,-0.0128937,-0.00793457,0.00228882,0.0094986,-0.00289917,0.0063324,-0.00999451,-0.0162125,-0.0111389,-0.00728607,-0.0214005,-0.014267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1951,2,0.000267029,-0.015831,0.0210953,0.0820923,-0.0130463,-0.00831604,0.00263214,0.00923157,-0.00137329,0.00701904,-0.0056839,-0.0160217,-0.0112534,-0.0069046,-0.022049,-0.0180435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1951,3,0.00473022,-0.0139618,0.0192642,0.0450134,-0.0118637,-0.00679016,0.00228882,0.0107956,-0.00164032,0.00766754,-0.010376,-0.0156403,-0.0111771,-0.00679016,-0.016098,-0.0165558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1951,4,0.00434875,-0.00984192,0.0261307,0.0547791,-0.0114441,-0.00598907,0.00324249,0.0102615,-0.00343323,0.0069809,-0.00972748,-0.015564,-0.0114441,-0.00610352,-0.0200653,-0.0148392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1951,5,0.00480652,-0.0121307,0.0294495,0.046463,-0.0114822,-0.00717163,0.00473022,0.0107193,-0.00183105,0.00648499,-0.00953674,-0.0160599,-0.0111389,-0.00640869,-0.0196075,-0.0160599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1951,6,0.00591278,-0.0123596,0.0283051,0.0521469,-0.012207,-0.00671387,0.0031662,0.0102615,-0.00324249,0.00621796,-0.0121689,-0.0157166,-0.0113678,-0.00637054,-0.0208282,-0.0152969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1951,7,0.0050354,-0.0152588,0.0310135,0.0224304,-0.0127029,-0.00694275,0.00282288,0.0100708,-0.00167847,0.0063324,-0.00801086,-0.0153351,-0.0105667,-0.00675201,-0.0213623,-0.0150299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1951,8,0.0043869,-0.0127792,0.038414,0.0209045,-0.00461578,-0.00770569,0.00335693,0.0106049,-0.00179291,0.00270844,-0.0104523,-0.0158691,-0.00972748,-0.00545502,-0.0200653,-0.0157166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1951,9,0.00362396,-0.0111389,0.0534439,0.0186539,-0.0125122,-0.00785828,0.00331879,0.01091,-0.00205994,0.00656128,-0.00972748,-0.015564,-0.0110626,-0.0063324,-0.0209808,-0.00961304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
